mod_pres_stu,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,status,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
CCC-2014J-518134,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,269,-129.0,269.0,keep,0.3333333333333333,30.333333333333332,429.0,102,8,333,17,9,2014,Oct,Stem,Fail
CCC-2014J-519057,F,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,269,-18.0,269.0,keep,1.0,57.166666666666664,0.0,96,7,234,29,9,2014,Oct,Stem,Pass
CCC-2014J-519506,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,269,-88.0,269.0,keep,0.5,37.5,299.0,53,4,238,13,9,2014,Oct,Stem,Pass
CCC-2014J-520077,M,South Region,Lower Than A Level,30-40%,35-55,0,90,N,269,-129.0,269.0,keep,1.0,86.5,0.0,730,8,2586,110,9,2014,Oct,Stem,Fail
CCC-2014J-520332,M,Scotland,A Level or Equivalent,10-20,0-35,1,60,N,269,-58.0,269.0,keep,0.5,37.0,299.0,629,7,1560,152,9,2014,Oct,Stem,Pass
CCC-2014J-521115,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,269,-17.0,269.0,keep,1.0,84.0,0.0,157,7,433,55,9,2014,Oct,Stem,Pass
CCC-2014J-521292,M,South Region,HE Qualification,60-70%,0-35,0,60,N,269,-124.0,269.0,keep,1.0,90.5,0.0,168,7,505,38,9,2014,Oct,Stem,Pass
CCC-2014J-522257,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,269,-155.0,269.0,keep,1.0,88.16666666666667,0.0,618,8,1640,124,9,2014,Oct,Stem,Pass
CCC-2014J-522525,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,269,-29.0,269.0,keep,0.8333333333333334,63.5,158.0,383,8,1157,115,9,2014,Oct,Stem,Pass
CCC-2014J-522708,M,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,269,-123.0,269.0,keep,0.6666666666666666,42.833333333333336,267.0,80,6,340,16,9,2014,Oct,Stem,Fail
CCC-2014J-522754,M,South West Region,A Level or Equivalent,0-10%,0-35,0,60,Y,269,-53.0,269.0,keep,1.0,59.666666666666664,0.0,86,6,257,28,9,2014,Oct,Stem,Pass
CCC-2014J-523239,M,Wales,Lower Than A Level,20-30%,0-35,1,30,N,269,-46.0,269.0,keep,0.3333333333333333,19.5,478.0,67,6,174,15,9,2014,Oct,Stem,Fail
CCC-2014J-523762,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,269,-21.0,269.0,keep,1.0,71.33333333333333,0.0,245,8,612,85,9,2014,Oct,Stem,Pass
CCC-2014J-523872,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,269,-120.0,269.0,keep,1.0,77.5,0.0,344,8,1926,94,9,2014,Oct,Stem,Pass
CCC-2014J-523944,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,269,-70.0,269.0,keep,1.0,89.16666666666667,0.0,683,9,2471,141,9,2014,Oct,Stem,Pass
CCC-2014J-526235,M,Yorkshire Region,HE Qualification,40-50%,35-55,1,90,N,269,-10.0,269.0,keep,0.5,33.333333333333336,334.0,94,6,337,18,9,2014,Oct,Stem,Fail
CCC-2014J-526441,M,South East Region,Lower Than A Level,60-70%,0-35,0,150,N,269,-23.0,269.0,keep,0.6666666666666666,34.833333333333336,190.0,134,7,515,42,9,2014,Oct,Stem,Fail
CCC-2014J-526741,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,269,-10.0,269.0,keep,1.0,77.66666666666667,0.0,193,7,666,49,9,2014,Oct,Stem,Fail
CCC-2014J-528506,M,South Region,HE Qualification,90-100%,0-35,0,60,N,269,-45.0,269.0,keep,1.0,72.66666666666667,0.0,92,7,316,29,9,2014,Oct,Stem,Pass
CCC-2014J-529309,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,269,-109.0,269.0,keep,0.16666666666666666,7.333333333333333,510.0,63,7,183,11,9,2014,Oct,Stem,Withdrawn
CCC-2014J-529975,M,Ireland,Lower Than A Level,10-20,0-35,0,30,N,269,-29.0,269.0,keep,0.5,34.166666666666664,369.0,54,7,142,11,9,2014,Oct,Stem,Fail
CCC-2014J-530663,F,South Region,A Level or Equivalent,50-60%,0-35,0,150,N,269,-45.0,269.0,keep,1.0,70.83333333333333,0.0,366,9,1122,72,9,2014,Oct,Stem,Pass
CCC-2014J-531896,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,269,-84.0,269.0,keep,1.0,48.666666666666664,0.0,166,7,592,38,9,2014,Oct,Stem,Fail
CCC-2014J-532440,M,South East Region,Lower Than A Level,60-70%,0-35,1,60,N,269,-154.0,269.0,keep,1.0,78.83333333333333,0.0,429,7,1766,69,9,2014,Oct,Stem,Pass
CCC-2014J-532565,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,1,30,N,269,-150.0,269.0,keep,1.0,37.833333333333336,0.0,154,6,404,47,9,2014,Oct,Stem,Fail
CCC-2014J-532649,M,Scotland,HE Qualification,70-80%,0-35,0,30,N,269,-7.0,269.0,keep,0.3333333333333333,19.333333333333332,443.0,46,6,157,9,9,2014,Oct,Stem,Fail
CCC-2014J-533512,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,269,-23.0,269.0,keep,0.8333333333333334,46.166666666666664,158.0,67,5,325,18,9,2014,Oct,Stem,Fail
CCC-2014J-533689,F,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,269,-35.0,269.0,keep,0.8333333333333334,41.5,144.0,107,6,354,29,9,2014,Oct,Stem,Fail
CCC-2014J-534093,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,269,-121.0,269.0,keep,1.0,79.0,0.0,504,8,1212,101,9,2014,Oct,Stem,Pass
CCC-2014J-534733,M,South Region,HE Qualification,90-100%,0-35,0,60,N,269,-120.0,269.0,keep,1.0,86.16666666666667,0.0,335,7,1353,66,9,2014,Oct,Stem,Pass
CCC-2014J-535161,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,269,-81.0,269.0,keep,1.0,91.33333333333333,0.0,218,7,744,55,9,2014,Oct,Stem,Fail
CCC-2014J-535259,M,East Midlands Region,HE Qualification,80-90%,35-55,0,30,N,269,-79.0,269.0,keep,0.5,24.666666666666668,299.0,633,9,2292,90,9,2014,Oct,Stem,Fail
CCC-2014J-535648,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,30,N,269,-124.0,269.0,keep,0.6666666666666666,56.0,267.0,189,7,1252,25,9,2014,Oct,Stem,Pass
CCC-2014J-536276,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,269,-74.0,269.0,keep,1.0,90.5,0.0,467,8,1454,101,9,2014,Oct,Stem,Pass
CCC-2014J-537811,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,Y,269,-53.0,269.0,keep,1.0,99.16666666666667,0.0,1539,8,5598,199,9,2014,Oct,Stem,Distinction
CCC-2014J-539451,M,London Region,Lower Than A Level,10-20,55<=,0,60,N,269,-36.0,269.0,keep,0.5,29.0,369.0,92,7,405,18,9,2014,Oct,Stem,Fail
CCC-2014J-541482,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,269,-81.0,269.0,keep,1.0,64.33333333333333,0.0,384,8,947,82,9,2014,Oct,Stem,Fail
CCC-2014J-541531,M,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,269,-59.0,269.0,keep,1.0,84.5,0.0,260,7,1021,55,9,2014,Oct,Stem,Pass
CCC-2014J-541538,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,30,N,269,-114.0,269.0,keep,0.6666666666666666,34.5,141.0,351,6,642,114,9,2014,Oct,Stem,Pass
CCC-2014J-541708,M,South West Region,A Level or Equivalent,70-80%,35-55,0,30,N,269,-80.0,269.0,keep,1.0,98.83333333333333,0.0,584,9,2734,113,9,2014,Oct,Stem,Distinction
CCC-2014J-542167,M,Scotland,HE Qualification,50-60%,0-35,0,60,Y,269,-128.0,269.0,keep,1.0,75.0,0.0,257,8,1070,52,9,2014,Oct,Stem,Pass
CCC-2014J-542557,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,269,-106.0,269.0,keep,1.0,97.66666666666667,0.0,505,8,1532,113,9,2014,Oct,Stem,Distinction
CCC-2014J-543653,M,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,269,-30.0,269.0,keep,0.3333333333333333,21.5,443.0,62,6,198,20,9,2014,Oct,Stem,Fail
CCC-2014J-543788,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,269,-134.0,269.0,keep,1.0,88.66666666666667,0.0,473,8,1822,118,9,2014,Oct,Stem,Pass
CCC-2014J-544052,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,269,-10.0,269.0,keep,1.0,56.5,0.0,346,8,1634,61,9,2014,Oct,Stem,Pass
CCC-2014J-544267,M,South West Region,A Level or Equivalent,80-90%,35-55,0,30,N,269,-10.0,269.0,keep,1.0,92.0,0.0,670,8,4257,121,9,2014,Oct,Stem,Pass
CCC-2014J-544720,M,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,269,-24.0,269.0,keep,0.6666666666666666,31.166666666666668,225.0,77,6,277,17,9,2014,Oct,Stem,Fail
CCC-2014J-545118,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,N,269,-135.0,269.0,keep,0.8333333333333334,32.166666666666664,158.0,66,5,184,27,9,2014,Oct,Stem,Fail
CCC-2014J-545255,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,269,-23.0,269.0,keep,1.0,82.33333333333333,0.0,146,7,799,24,9,2014,Oct,Stem,Fail
CCC-2014J-545704,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,Y,269,-14.0,269.0,keep,0.8333333333333334,62.333333333333336,109.0,661,8,3054,107,9,2014,Oct,Stem,Pass
CCC-2014J-545758,M,West Midlands Region,Lower Than A Level,30-40%,0-35,1,30,N,269,-66.0,269.0,keep,0.16666666666666666,13.0,510.0,64,6,178,14,9,2014,Oct,Stem,Fail
CCC-2014J-546654,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,150,Y,269,-92.0,269.0,keep,1.0,85.16666666666667,0.0,200,6,822,79,9,2014,Oct,Stem,Pass
CCC-2014J-547153,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,269,-36.0,269.0,keep,1.0,74.83333333333333,0.0,283,8,1278,44,9,2014,Oct,Stem,Fail
CCC-2014J-547612,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,269,-129.0,269.0,keep,1.0,71.83333333333333,0.0,231,8,696,37,9,2014,Oct,Stem,Pass
CCC-2014J-548926,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,269,-18.0,269.0,keep,1.0,37.333333333333336,0.0,33,4,166,7,9,2014,Oct,Stem,Fail
CCC-2014J-549439,M,Scotland,Lower Than A Level,80-90%,0-35,0,30,N,269,-28.0,269.0,keep,1.0,83.33333333333333,0.0,211,6,848,53,9,2014,Oct,Stem,Fail
CCC-2014J-549687,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,30,N,269,-72.0,269.0,keep,1.0,71.33333333333333,0.0,228,8,722,60,9,2014,Oct,Stem,Pass
CCC-2014J-549706,F,South Region,HE Qualification,90-100%,0-35,0,60,N,269,-51.0,269.0,keep,1.0,69.16666666666667,0.0,231,8,907,48,9,2014,Oct,Stem,Pass
CCC-2014J-549783,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,269,-150.0,269.0,keep,1.0,98.5,0.0,816,7,3943,121,9,2014,Oct,Stem,Distinction
CCC-2014J-549888,F,Scotland,A Level or Equivalent,30-40%,35-55,0,150,N,269,-46.0,209.0,keep,0.8333333333333334,70.5,32.0,195,7,683,44,9,2014,Oct,Stem,Withdrawn
CCC-2014J-550393,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,269,-10.0,269.0,keep,0.6666666666666666,32.666666666666664,302.0,53,7,149,11,9,2014,Oct,Stem,Fail
CCC-2014J-550702,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,210,N,269,-30.0,269.0,keep,0.8333333333333334,78.0,32.0,303,8,1218,63,9,2014,Oct,Stem,Distinction
CCC-2014J-550814,M,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,269,-85.0,269.0,keep,1.0,58.0,0.0,95,7,348,39,9,2014,Oct,Stem,Pass
CCC-2014J-551214,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,269,-136.0,269.0,keep,0.8333333333333334,66.66666666666667,18.0,145,7,329,64,9,2014,Oct,Stem,Pass
CCC-2014J-551332,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,269,-129.0,269.0,keep,0.8333333333333334,57.5,144.0,158,7,776,28,9,2014,Oct,Stem,Fail
CCC-2014J-551397,M,Ireland,A Level or Equivalent,50-60%,0-35,0,30,N,269,-149.0,269.0,keep,1.0,85.66666666666667,0.0,733,7,3226,108,9,2014,Oct,Stem,Pass
CCC-2014J-551772,M,East Anglian Region,HE Qualification,90-100%,0-35,0,30,N,269,-31.0,269.0,keep,1.0,57.0,0.0,127,7,386,31,9,2014,Oct,Stem,Fail
CCC-2014J-552220,M,South West Region,HE Qualification,60-70%,0-35,0,60,N,269,-5.0,269.0,keep,0.6666666666666666,25.666666666666668,225.0,138,8,497,22,9,2014,Oct,Stem,Fail
CCC-2014J-552498,F,Scotland,A Level or Equivalent,50-60%,35-55,1,60,N,269,-23.0,269.0,keep,1.0,88.66666666666667,0.0,132,6,437,39,9,2014,Oct,Stem,Pass
CCC-2014J-552965,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,120,N,269,-57.0,269.0,keep,1.0,94.16666666666667,0.0,1543,8,5769,180,9,2014,Oct,Stem,Distinction
CCC-2014J-553599,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,269,-101.0,269.0,keep,0.5,50.0,299.0,523,8,2145,71,9,2014,Oct,Stem,Distinction
CCC-2014J-553719,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,269,-150.0,269.0,keep,1.0,92.83333333333333,0.0,295,8,1037,60,9,2014,Oct,Stem,Distinction
CCC-2014J-554459,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,269,-81.0,269.0,keep,0.8333333333333334,34.666666666666664,144.0,229,8,578,43,9,2014,Oct,Stem,Fail
CCC-2014J-554761,M,Scotland,A Level or Equivalent,20-30%,35-55,1,60,N,269,-28.0,269.0,keep,1.0,62.333333333333336,0.0,213,7,967,43,9,2014,Oct,Stem,Fail
CCC-2014J-555760,M,Wales,HE Qualification,70-80%,35-55,0,120,N,269,-24.0,269.0,keep,0.8333333333333334,78.5,32.0,182,8,465,57,9,2014,Oct,Stem,Distinction
CCC-2014J-555884,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,269,-71.0,269.0,keep,1.0,93.16666666666667,0.0,373,8,1454,59,9,2014,Oct,Stem,Pass
CCC-2014J-555989,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,269,-17.0,269.0,keep,1.0,97.33333333333333,0.0,216,7,598,47,9,2014,Oct,Stem,Distinction
CCC-2014J-556140,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,269,-115.0,269.0,keep,0.8333333333333334,56.333333333333336,158.0,160,7,556,31,9,2014,Oct,Stem,Pass
CCC-2014J-556251,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,269,-17.0,269.0,keep,0.3333333333333333,14.833333333333334,443.0,261,7,499,59,9,2014,Oct,Stem,Pass
CCC-2014J-556440,M,Scotland,HE Qualification,50-60%,35-55,0,120,Y,269,-45.0,269.0,keep,0.5,48.166666666666664,411.0,277,8,799,45,9,2014,Oct,Stem,Fail
CCC-2014J-556476,F,London Region,Lower Than A Level,10-20,0-35,0,120,Y,269,-17.0,269.0,keep,0.3333333333333333,8.666666666666666,317.0,193,7,552,39,9,2014,Oct,Stem,Fail
CCC-2014J-556645,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,60,N,269,-25.0,269.0,keep,1.0,67.0,0.0,669,8,2112,102,9,2014,Oct,Stem,Fail
CCC-2014J-556824,M,Scotland,HE Qualification,70-80%,35-55,0,60,N,269,-24.0,269.0,keep,1.0,92.83333333333333,0.0,297,8,879,85,9,2014,Oct,Stem,Distinction
CCC-2014J-557650,M,London Region,Lower Than A Level,30-40%,35-55,0,30,N,269,-29.0,269.0,keep,1.0,80.66666666666667,0.0,731,9,2216,69,9,2014,Oct,Stem,Pass
CCC-2014J-557959,M,Yorkshire Region,HE Qualification,10-20,35-55,0,60,N,269,-32.0,269.0,keep,0.6666666666666666,44.666666666666664,267.0,157,6,458,52,9,2014,Oct,Stem,Pass
CCC-2014J-558440,F,South West Region,Lower Than A Level,20-30%,0-35,0,120,Y,269,-155.0,235.0,keep,0.8333333333333334,34.833333333333336,109.0,309,6,1054,83,9,2014,Oct,Stem,Withdrawn
CCC-2014J-558463,M,South Region,Lower Than A Level,70-80%,0-35,0,30,N,269,-43.0,269.0,keep,1.0,88.66666666666667,0.0,212,8,780,40,9,2014,Oct,Stem,Pass
CCC-2014J-558839,M,Scotland,A Level or Equivalent,80-90%,0-35,0,30,N,269,-93.0,269.0,keep,0.5,45.0,299.0,609,8,2011,124,9,2014,Oct,Stem,Pass
CCC-2014J-559225,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,269,-102.0,269.0,keep,0.5,39.333333333333336,411.0,103,5,483,20,9,2014,Oct,Stem,Fail
CCC-2014J-559518,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,30,N,269,-16.0,269.0,keep,0.3333333333333333,14.0,401.0,81,7,181,21,9,2014,Oct,Stem,Fail
CCC-2014J-560064,M,South West Region,Lower Than A Level,30-40%,35-55,0,30,N,269,-114.0,269.0,keep,1.0,60.166666666666664,0.0,391,9,1184,82,9,2014,Oct,Stem,Fail
CCC-2014J-560065,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,269,-23.0,269.0,keep,0.5,42.333333333333336,299.0,196,7,578,49,9,2014,Oct,Stem,Pass
CCC-2014J-560554,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,N,269,-28.0,269.0,keep,1.0,45.0,0.0,54,5,163,15,9,2014,Oct,Stem,Fail
CCC-2014J-560784,M,South Region,Lower Than A Level,80-90%,0-35,1,30,N,269,-128.0,269.0,keep,1.0,49.0,0.0,318,8,800,70,9,2014,Oct,Stem,Fail
CCC-2014J-560879,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,269,-79.0,269.0,keep,1.0,76.16666666666667,0.0,269,8,1026,64,9,2014,Oct,Stem,Pass
CCC-2014J-561009,F,Scotland,A Level or Equivalent,0-10%,0-35,0,120,Y,269,-51.0,269.0,keep,1.0,91.0,0.0,299,7,998,80,9,2014,Oct,Stem,Pass
CCC-2014J-561113,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,269,-60.0,235.0,keep,0.5,30.166666666666668,257.0,63,6,293,16,9,2014,Oct,Stem,Withdrawn
CCC-2014J-561195,M,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,269,-45.0,269.0,keep,1.0,73.16666666666667,0.0,569,8,2073,90,9,2014,Oct,Stem,Pass
CCC-2014J-561208,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,269,-18.0,269.0,keep,0.6666666666666666,56.166666666666664,211.0,196,8,355,40,9,2014,Oct,Stem,Pass
CCC-2014J-561476,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,269,-67.0,269.0,keep,1.0,91.83333333333333,0.0,180,7,530,38,9,2014,Oct,Stem,Pass
CCC-2014J-561560,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,269,-16.0,269.0,keep,0.8333333333333334,64.33333333333333,158.0,202,7,894,44,9,2014,Oct,Stem,Fail
CCC-2014J-561826,F,London Region,HE Qualification,0-10%,0-35,0,30,N,269,-45.0,269.0,keep,1.0,76.16666666666667,0.0,244,7,844,39,9,2014,Oct,Stem,Pass
CCC-2014J-561848,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,269,-73.0,269.0,keep,0.3333333333333333,23.833333333333332,366.0,63,7,258,10,9,2014,Oct,Stem,Fail
CCC-2014J-561913,M,Scotland,HE Qualification,0-10%,35-55,0,60,N,269,-129.0,269.0,keep,1.0,69.66666666666667,0.0,445,8,1253,64,9,2014,Oct,Stem,Pass
CCC-2014J-562884,F,Yorkshire Region,HE Qualification,0-10%,35-55,0,60,N,269,-148.0,269.0,keep,1.0,76.83333333333333,0.0,416,8,2484,78,9,2014,Oct,Stem,Pass
CCC-2014J-563016,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,269,-28.0,269.0,keep,1.0,91.0,0.0,314,8,1304,68,9,2014,Oct,Stem,Pass
CCC-2014J-563051,M,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,269,-74.0,269.0,keep,0.8333333333333334,55.833333333333336,158.0,114,7,492,24,9,2014,Oct,Stem,Pass
CCC-2014J-563321,M,South Region,HE Qualification,70-80%,0-35,0,60,N,269,-21.0,269.0,keep,1.0,86.33333333333333,0.0,102,7,352,17,9,2014,Oct,Stem,Pass
CCC-2014J-563920,M,South East Region,Lower Than A Level,50-60%,35-55,0,30,N,269,-67.0,269.0,keep,0.5,38.0,299.0,177,7,440,38,9,2014,Oct,Stem,Pass
CCC-2014J-564213,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,269,-64.0,269.0,keep,0.8333333333333334,67.16666666666667,18.0,229,7,841,45,9,2014,Oct,Stem,Pass
CCC-2014J-564649,M,Scotland,A Level or Equivalent,10-20,35-55,0,30,N,269,-18.0,269.0,keep,0.5,19.333333333333332,299.0,133,7,530,29,9,2014,Oct,Stem,Fail
CCC-2014J-564714,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,Y,269,-59.0,269.0,keep,0.6666666666666666,37.166666666666664,302.0,104,7,323,30,9,2014,Oct,Stem,Fail
CCC-2014J-565605,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,269,-56.0,269.0,keep,0.5,49.666666666666664,299.0,626,9,3324,99,9,2014,Oct,Stem,Pass
CCC-2014J-565743,M,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,269,-1.0,269.0,keep,0.8333333333333334,41.833333333333336,32.0,224,8,736,43,9,2014,Oct,Stem,Pass
CCC-2014J-566135,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,269,-53.0,269.0,keep,1.0,74.0,0.0,99,6,319,38,9,2014,Oct,Stem,Pass
CCC-2014J-566447,F,Wales,HE Qualification,80-90%,0-35,0,30,N,269,-59.0,269.0,keep,1.0,99.5,0.0,1282,7,4096,179,9,2014,Oct,Stem,Distinction
CCC-2014J-566464,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,269,-44.0,269.0,keep,0.5,43.166666666666664,299.0,149,7,324,36,9,2014,Oct,Stem,Pass
CCC-2014J-566938,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,269,-87.0,269.0,keep,1.0,97.0,0.0,505,8,2103,102,9,2014,Oct,Stem,Distinction
CCC-2014J-566979,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,269,-155.0,269.0,keep,1.0,88.0,0.0,322,7,996,100,9,2014,Oct,Stem,Pass
CCC-2014J-567304,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,269,-29.0,269.0,keep,1.0,95.33333333333333,0.0,228,7,868,39,9,2014,Oct,Stem,Pass
CCC-2014J-567597,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,Y,269,-51.0,269.0,keep,0.8333333333333334,78.83333333333333,158.0,131,7,704,26,9,2014,Oct,Stem,Pass
CCC-2014J-567719,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,269,-115.0,269.0,keep,1.0,69.5,0.0,115,7,361,27,9,2014,Oct,Stem,Fail
CCC-2014J-567888,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,269,-60.0,269.0,keep,0.5,48.666666666666664,299.0,433,8,1517,73,9,2014,Oct,Stem,Distinction
CCC-2014J-568691,F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,269,-113.0,269.0,keep,0.5,48.166666666666664,299.0,653,9,3527,103,9,2014,Oct,Stem,Distinction
CCC-2014J-568948,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,269,-113.0,269.0,keep,1.0,91.83333333333333,0.0,191,7,528,56,9,2014,Oct,Stem,Distinction
CCC-2014J-569277,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,269,-51.0,269.0,keep,1.0,84.83333333333333,0.0,159,8,670,54,9,2014,Oct,Stem,Pass
CCC-2014J-569944,M,Yorkshire Region,No Formal quals,30-40%,0-35,0,90,N,269,-3.0,269.0,keep,1.0,87.83333333333333,0.0,1012,7,2899,182,9,2014,Oct,Stem,Distinction
CCC-2014J-570453,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,269,-129.0,269.0,keep,0.8333333333333334,56.0,67.0,87,6,321,27,9,2014,Oct,Stem,Pass
CCC-2014J-570491,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,269,-34.0,269.0,keep,1.0,73.5,0.0,453,9,1624,82,9,2014,Oct,Stem,Pass
CCC-2014J-570732,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,269,-81.0,269.0,keep,0.6666666666666666,63.5,141.0,294,8,940,68,9,2014,Oct,Stem,Distinction
CCC-2014J-570985,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,269,-155.0,269.0,keep,1.0,90.5,0.0,878,8,2153,135,9,2014,Oct,Stem,Pass
CCC-2014J-571131,M,Wales,Lower Than A Level,60-70%,0-35,0,60,N,269,-114.0,269.0,keep,1.0,61.333333333333336,0.0,553,7,1231,82,9,2014,Oct,Stem,Pass
CCC-2014J-571808,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,1,120,N,269,-4.0,269.0,keep,0.6666666666666666,61.0,267.0,1415,7,5564,145,9,2014,Oct,Stem,Distinction
CCC-2014J-571833,M,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,269,-101.0,269.0,keep,1.0,76.5,0.0,607,7,1298,101,9,2014,Oct,Stem,Pass
CCC-2014J-571921,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,269,-84.0,269.0,keep,1.0,88.33333333333333,0.0,396,7,1093,104,9,2014,Oct,Stem,Pass
CCC-2014J-571962,M,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,269,-81.0,269.0,keep,1.0,58.666666666666664,0.0,281,7,967,55,9,2014,Oct,Stem,Fail
CCC-2014J-572011,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,269,-129.0,269.0,keep,1.0,73.33333333333333,0.0,124,7,611,31,9,2014,Oct,Stem,Fail
CCC-2014J-572098,F,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,269,-150.0,269.0,keep,1.0,80.0,0.0,417,8,1429,72,9,2014,Oct,Stem,Pass
CCC-2014J-572231,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,Y,269,-92.0,269.0,keep,1.0,71.83333333333333,0.0,323,8,880,62,9,2014,Oct,Stem,Pass
CCC-2014J-572396,M,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,269,-80.0,269.0,keep,1.0,89.16666666666667,0.0,257,7,740,60,9,2014,Oct,Stem,Distinction
